sample_id,filename,actual_condition_id,actual_condition,predicted_condition_id,predicted_condition,confidence,is_correct
b20b69d2-6e2b9e73.jpg,b20b69d2-6e2b9e73.jpg,0,clear,0,clear,0.9920392036437988,True
ba479cb3-a99a833a.jpg,ba479cb3-a99a833a.jpg,1,rain,1,rain,0.9991195797920227,True
bb95526b-7123f6e0.jpg,bb95526b-7123f6e0.jpg,4,dawn_dusk,0,clear,0.581645131111145,False
b34e373f-fb594a99.jpg,b34e373f-fb594a99.jpg,3,night,2,fog,0.5977365374565125,False
b2bee3e1-80c787bd.jpg,b2bee3e1-80c787bd.jpg,4,dawn_dusk,4,dawn_dusk,0.8665084838867188,True
b355880f-9131b077.jpg,b355880f-9131b077.jpg,0,clear,0,clear,0.8898683190345764,True
b332df78-d6c7dff7.jpg,b332df78-d6c7dff7.jpg,3,night,3,night,0.5729641914367676,True
b84d51df-7094c862.jpg,b84d51df-7094c862.jpg,4,dawn_dusk,0,clear,0.9916890263557434,False
b3a6f586-3ea7e1ad.jpg,b3a6f586-3ea7e1ad.jpg,0,clear,0,clear,0.9940093755722046,True
b266429a-83757042.jpg,b266429a-83757042.jpg,3,night,3,night,0.983025074005127,True
b26aafd1-513824d4.jpg,b26aafd1-513824d4.jpg,1,rain,0,clear,0.7677313089370728,False
b2932832-a2c8f6ef.jpg,b2932832-a2c8f6ef.jpg,0,clear,0,clear,0.9957177042961121,True
b2e54795-d8c2ba6d.jpg,b2e54795-d8c2ba6d.jpg,0,clear,0,clear,0.9620081186294556,True
b41ace08-c8468690.jpg,b41ace08-c8468690.jpg,0,clear,1,rain,0.9989970326423645,False
b2036451-aa924fd1.jpg,b2036451-aa924fd1.jpg,1,rain,4,dawn_dusk,0.92201828956604,False
bb9712ba-8ec90d89.jpg,bb9712ba-8ec90d89.jpg,4,dawn_dusk,4,dawn_dusk,0.7694002389907837,True
b3a3d166-3a6a258d.jpg,b3a3d166-3a6a258d.jpg,0,clear,0,clear,0.9209744930267334,True
b30b460d-f081f92b.jpg,b30b460d-f081f92b.jpg,3,night,3,night,0.9339383244514465,True
b61212a0-44b799c0.jpg,b61212a0-44b799c0.jpg,4,dawn_dusk,4,dawn_dusk,0.8004095554351807,True
b81b8523-9ca9cab9.jpg,b81b8523-9ca9cab9.jpg,4,dawn_dusk,0,clear,0.6888989210128784,False
b3363496-032f16bf.jpg,b3363496-032f16bf.jpg,3,night,3,night,0.9128948450088501,True
b38f59d4-8dfeca9f.jpg,b38f59d4-8dfeca9f.jpg,0,clear,0,clear,0.8786452412605286,True
b22a4d9f-48b2e986.jpg,b22a4d9f-48b2e986.jpg,0,clear,0,clear,0.9883184432983398,True
b9d34460-2c3b1ab3.jpg,b9d34460-2c3b1ab3.jpg,1,rain,1,rain,0.99379563331604,True
babc7a6c-c5941835.jpg,babc7a6c-c5941835.jpg,1,rain,1,rain,0.7848015427589417,True
b20ff95c-b9444127.jpg,b20ff95c-b9444127.jpg,0,clear,0,clear,0.6971655488014221,True
b57dee9d-959d4057.jpg,b57dee9d-959d4057.jpg,4,dawn_dusk,0,clear,0.5782524347305298,False
b39fe3cd-2b89090a.jpg,b39fe3cd-2b89090a.jpg,3,night,3,night,0.970180332660675,True
b42df626-3c4d9bfd.jpg,b42df626-3c4d9bfd.jpg,4,dawn_dusk,0,clear,0.8423333168029785,False
b2a0648b-d8e126bc.jpg,b2a0648b-d8e126bc.jpg,3,night,3,night,0.6865003705024719,True
b99aea27-68a2c988.jpg,b99aea27-68a2c988.jpg,4,dawn_dusk,4,dawn_dusk,0.6122526526451111,True
b5e247fe-c9599f82.jpg,b5e247fe-c9599f82.jpg,1,rain,1,rain,0.9970160722732544,True
b291cfd6-ff98ba56.jpg,b291cfd6-ff98ba56.jpg,0,clear,0,clear,0.5898568034172058,True
b334b56d-2ce33cd7.jpg,b334b56d-2ce33cd7.jpg,1,rain,1,rain,0.7338200211524963,True
b1c81faa-3df17267.jpg,b1c81faa-3df17267.jpg,3,night,3,night,0.9422292709350586,True
b312dcb5-fbd7070b.jpg,b312dcb5-fbd7070b.jpg,3,night,2,fog,0.5158310532569885,False
b27688b6-cd521517.jpg,b27688b6-cd521517.jpg,0,clear,0,clear,0.9936321377754211,True
b1d59b1f-a38aec79.jpg,b1d59b1f-a38aec79.jpg,4,dawn_dusk,4,dawn_dusk,0.4121364951133728,True
b4110365-9ae12ee1.jpg,b4110365-9ae12ee1.jpg,0,clear,0,clear,0.9907839298248291,True
bb8dba97-90b88fdf.jpg,bb8dba97-90b88fdf.jpg,4,dawn_dusk,0,clear,0.6114322543144226,False
b3e72283-584093dc.jpg,b3e72283-584093dc.jpg,0,clear,0,clear,0.9989209175109863,True
b27369f3-9b9598f4.jpg,b27369f3-9b9598f4.jpg,0,clear,0,clear,0.9733743071556091,True
b1df722f-57d21f3f.jpg,b1df722f-57d21f3f.jpg,0,clear,0,clear,0.9466155767440796,True
b266db29-12bf52fa.jpg,b266db29-12bf52fa.jpg,1,rain,0,clear,0.6305689215660095,False
b5f14913-d70897d9.jpg,b5f14913-d70897d9.jpg,4,dawn_dusk,0,clear,0.5785693526268005,False
b4901f32-1ede5a35.jpg,b4901f32-1ede5a35.jpg,1,rain,1,rain,0.5870293378829956,True
b8d24edf-3349ee71.jpg,b8d24edf-3349ee71.jpg,4,dawn_dusk,0,clear,0.7567535042762756,False
b2d502aa-ef17ffbd.jpg,b2d502aa-ef17ffbd.jpg,3,night,3,night,0.9447431564331055,True
b7def2fa-8283e208.jpg,b7def2fa-8283e208.jpg,1,rain,1,rain,0.9614363312721252,True
b30af183-3029b316.jpg,b30af183-3029b316.jpg,0,clear,0,clear,0.9905655384063721,True
b20b69d2-ffc1d6af.jpg,b20b69d2-ffc1d6af.jpg,0,clear,0,clear,0.9996395111083984,True
b1f6c103-8b75ea3e.jpg,b1f6c103-8b75ea3e.jpg,3,night,3,night,0.8769787549972534,True
b3841888-101ea0f3.jpg,b3841888-101ea0f3.jpg,3,night,3,night,0.9951680898666382,True
b5afd0ea-222fae7e.jpg,b5afd0ea-222fae7e.jpg,1,rain,1,rain,0.7513265013694763,True
b255cd6c-f2f28aff.jpg,b255cd6c-f2f28aff.jpg,3,night,3,night,0.6026363968849182,True
b37dfad0-708bd5bb.jpg,b37dfad0-708bd5bb.jpg,0,clear,0,clear,0.9691786170005798,True
b62e6504-1be1ddd7.jpg,b62e6504-1be1ddd7.jpg,1,rain,1,rain,0.851432740688324,True
b3c3f8ef-8f40dc74.jpg,b3c3f8ef-8f40dc74.jpg,3,night,3,night,0.9569915533065796,True
b97b9ee8-ea15f29a.jpg,b97b9ee8-ea15f29a.jpg,4,dawn_dusk,0,clear,0.5916768908500671,False
b2828509-8e8fa55f.jpg,b2828509-8e8fa55f.jpg,3,night,3,night,0.762936532497406,True
bb6575eb-90478df6.jpg,bb6575eb-90478df6.jpg,1,rain,0,clear,0.7933385372161865,False
b22e02cd-6af68e18.jpg,b22e02cd-6af68e18.jpg,3,night,3,night,0.9616010189056396,True
b277a772-715e949c.jpg,b277a772-715e949c.jpg,3,night,3,night,0.8986960649490356,True
b9d34460-68942f09.jpg,b9d34460-68942f09.jpg,2,fog,1,rain,0.9394821524620056,False
b3a1e72b-f46924ca.jpg,b3a1e72b-f46924ca.jpg,4,dawn_dusk,0,clear,0.5870013236999512,False
b4863201-63b08472.jpg,b4863201-63b08472.jpg,2,fog,0,clear,0.6554798483848572,False
bba7999b-5dc320b4.jpg,bba7999b-5dc320b4.jpg,4,dawn_dusk,0,clear,0.5076232552528381,False
b857eb06-3c8b7034.jpg,b857eb06-3c8b7034.jpg,1,rain,0,clear,0.9135256409645081,False
b3b06694-627742e3.jpg,b3b06694-627742e3.jpg,3,night,3,night,0.6639942526817322,True
b9d34460-eb5b8d34.jpg,b9d34460-eb5b8d34.jpg,1,rain,1,rain,0.9880861043930054,True
baf89af3-091fba23.jpg,baf89af3-091fba23.jpg,4,dawn_dusk,2,fog,0.4588833153247833,False
b325fe35-b59e4e91.jpg,b325fe35-b59e4e91.jpg,0,clear,0,clear,0.6589640974998474,True
b4ad971b-6ca3cd79.jpg,b4ad971b-6ca3cd79.jpg,1,rain,1,rain,0.7957828640937805,True
b3479da9-2d5165c5.jpg,b3479da9-2d5165c5.jpg,0,clear,4,dawn_dusk,0.846095621585846,False
b1d0091f-f2c2d2ae.jpg,b1d0091f-f2c2d2ae.jpg,0,clear,0,clear,0.9684655070304871,True
b3060c96-d2391b61.jpg,b3060c96-d2391b61.jpg,0,clear,0,clear,0.9806572794914246,True
b7fcda2b-05f3fc09.jpg,b7fcda2b-05f3fc09.jpg,1,rain,1,rain,0.7417495250701904,True
b95c97a9-48663434.jpg,b95c97a9-48663434.jpg,1,rain,3,night,0.7531313300132751,False
b74fa71d-b72c24a3.jpg,b74fa71d-b72c24a3.jpg,4,dawn_dusk,0,clear,0.873716413974762,False
b249e7f2-d619bd69.jpg,b249e7f2-d619bd69.jpg,3,night,3,night,0.9814605116844177,True
b268bb58-5ead8a56.jpg,b268bb58-5ead8a56.jpg,4,dawn_dusk,4,dawn_dusk,0.8048552870750427,True
b376c5c2-07a93591.jpg,b376c5c2-07a93591.jpg,1,rain,1,rain,0.9887008666992188,True
bad5a7e9-b1d91b1a.jpg,bad5a7e9-b1d91b1a.jpg,4,dawn_dusk,0,clear,0.7197252511978149,False
b96c88de-92c2d62b.jpg,b96c88de-92c2d62b.jpg,4,dawn_dusk,1,rain,0.468002051115036,False
b3497248-54bbe9be.jpg,b3497248-54bbe9be.jpg,0,clear,0,clear,0.9909658432006836,True
b3b44b49-7336e3ee.jpg,b3b44b49-7336e3ee.jpg,0,clear,0,clear,0.9881637692451477,True
b305fc0b-ec8916d5.jpg,b305fc0b-ec8916d5.jpg,4,dawn_dusk,4,dawn_dusk,0.7669473886489868,True
b2cce432-e17e840e.jpg,b2cce432-e17e840e.jpg,0,clear,4,dawn_dusk,0.6337129473686218,False
b2169b74-fa197951.jpg,b2169b74-fa197951.jpg,0,clear,1,rain,0.5456287860870361,False
b2828509-133b042d.jpg,b2828509-133b042d.jpg,1,rain,3,night,0.9304293990135193,False
baf89af3-64d570fc.jpg,baf89af3-64d570fc.jpg,4,dawn_dusk,4,dawn_dusk,0.5178517699241638,True
b590ba79-1c95c8d9.jpg,b590ba79-1c95c8d9.jpg,4,dawn_dusk,1,rain,0.5464466214179993,False
b674bc13-41fca4db.jpg,b674bc13-41fca4db.jpg,1,rain,3,night,0.8598630428314209,False
b3599e04-174421e4.jpg,b3599e04-174421e4.jpg,3,night,3,night,0.9764676690101624,True
b2d502aa-64d3e228.jpg,b2d502aa-64d3e228.jpg,3,night,3,night,0.9080608487129211,True
b892f130-8828257e.jpg,b892f130-8828257e.jpg,4,dawn_dusk,4,dawn_dusk,0.6357582211494446,True
b3ea802a-8830eb32.jpg,b3ea802a-8830eb32.jpg,0,clear,0,clear,0.9879137873649597,True
b3378e5e-9b684546.jpg,b3378e5e-9b684546.jpg,3,night,2,fog,0.6420621275901794,False
b3865788-92f46f80.jpg,b3865788-92f46f80.jpg,0,clear,0,clear,0.9899975061416626,True
bb5cc516-235bb167.jpg,bb5cc516-235bb167.jpg,1,rain,1,rain,0.9555724263191223,True
b38580a1-f26eb052.jpg,b38580a1-f26eb052.jpg,4,dawn_dusk,0,clear,0.50510573387146,False
b27fdbad-ae939e31.jpg,b27fdbad-ae939e31.jpg,1,rain,1,rain,0.9499021768569946,True
b1d4b62c-89eeb5d3.jpg,b1d4b62c-89eeb5d3.jpg,3,night,3,night,0.9347053170204163,True
b371451e-7caf934b.jpg,b371451e-7caf934b.jpg,0,clear,0,clear,0.9923743605613708,True
b1d968b9-ce42734f.jpg,b1d968b9-ce42734f.jpg,4,dawn_dusk,0,clear,0.966478168964386,False
b52793ed-49faf8b6.jpg,b52793ed-49faf8b6.jpg,4,dawn_dusk,4,dawn_dusk,0.7013220191001892,True
bafcc992-a5faf18d.jpg,bafcc992-a5faf18d.jpg,1,rain,1,rain,0.9965158700942993,True
b2dbb793-305e0fc5.jpg,b2dbb793-305e0fc5.jpg,3,night,3,night,0.9987912774085999,True
b6ea1520-1c9df539.jpg,b6ea1520-1c9df539.jpg,4,dawn_dusk,4,dawn_dusk,0.609017014503479,True
b246c8e8-3dd42e6c.jpg,b246c8e8-3dd42e6c.jpg,3,night,3,night,0.9067819118499756,True
b59413ff-c3bc3d25.jpg,b59413ff-c3bc3d25.jpg,1,rain,1,rain,0.601087212562561,True
b5172858-da5e71cc.jpg,b5172858-da5e71cc.jpg,1,rain,3,night,0.5202245712280273,False
b334b56d-8296ef57.jpg,b334b56d-8296ef57.jpg,3,night,3,night,0.9852213263511658,True
b3e72283-34ebe4f5.jpg,b3e72283-34ebe4f5.jpg,0,clear,0,clear,0.916851818561554,True
b3d6c39a-a396c692.jpg,b3d6c39a-a396c692.jpg,0,clear,0,clear,0.9248156547546387,True
b2156f8e-72e1547c.jpg,b2156f8e-72e1547c.jpg,1,rain,1,rain,0.9875518679618835,True
b1d7b3ac-0bdb47dc.jpg,b1d7b3ac-0bdb47dc.jpg,4,dawn_dusk,4,dawn_dusk,0.8811466097831726,True
b5dc7a6d-8ef7e8b8.jpg,b5dc7a6d-8ef7e8b8.jpg,4,dawn_dusk,4,dawn_dusk,0.5289738774299622,True
b3121071-195ffbf7.jpg,b3121071-195ffbf7.jpg,3,night,3,night,0.7468206286430359,True
b28ec521-8266e1a4.jpg,b28ec521-8266e1a4.jpg,0,clear,0,clear,0.896260142326355,True
b6a6df2d-3911b7c3.jpg,b6a6df2d-3911b7c3.jpg,4,dawn_dusk,4,dawn_dusk,0.896341860294342,True
b6ff1331-f6d3fba8.jpg,b6ff1331-f6d3fba8.jpg,1,rain,0,clear,0.8305845260620117,False
b2505382-272e7823.jpg,b2505382-272e7823.jpg,3,night,3,night,0.88724285364151,True
bb2c5719-1244dd67.jpg,bb2c5719-1244dd67.jpg,1,rain,0,clear,0.7911828756332397,False
b9d34460-d648a4c1.jpg,b9d34460-d648a4c1.jpg,1,rain,1,rain,0.8970264196395874,True
b255cd6c-fb594dcb.jpg,b255cd6c-fb594dcb.jpg,3,night,3,night,0.5752648115158081,True
b3cc736f-b7a66149.jpg,b3cc736f-b7a66149.jpg,0,clear,0,clear,0.8861430883407593,True
b23493b1-3200de1c.jpg,b23493b1-3200de1c.jpg,0,clear,0,clear,0.8810324668884277,True
b21ac8b3-9b9cb45a.jpg,b21ac8b3-9b9cb45a.jpg,3,night,3,night,0.787214994430542,True
b1ca2e5d-84cf9134.jpg,b1ca2e5d-84cf9134.jpg,3,night,3,night,0.5781373977661133,True
b41d35f8-6cf85033.jpg,b41d35f8-6cf85033.jpg,0,clear,0,clear,0.9269502758979797,True
b306fb3f-f02e46cc.jpg,b306fb3f-f02e46cc.jpg,0,clear,0,clear,0.9704508185386658,True
